Column1;areal;befolkning;beskrivelse;besteget;dato;hoyde2;hoyde;kommunenavn;kommunenr;lat;lng;topp;length;dateandtime;tottime;stop_time;walk_time;pause_faktor;avg_speed;elediff;climbing;steepness;climbingrate;kupert_faktor;topptur_faktor;Walk;Ski;Cycle;startPointLat;startPointLon;endPointLat;endPointLon;closestPoint;Dublicate;crc32_hash
76;381.98;2582;Det virker som omtrent enhver topp på Nordmøre er et StikkUt-turmål, og Snøtinden var intet unntak. Jeg fulgte kjøreanvisningen fra www.stikkut.no, og ganske riktig så fant jeg et lite StikkUt skilt på en parkeringsplass i enden av en grusvei (30 kr bompenger) opp fra Ugelstad. Derifra var det bare å følge stien til toppen. I motsetning til de andre toppene jeg har vært på i dette området, kunne man ikke bare gå oppover og oppover til man var på toppen. Her måtte man faktisk litt nedover før den siste klatringen opp til toppunktet. Været var litt varierende, men uten de store nedbørsmengdene, og av og til kom solen igjennom. Det var flere andre som også benyttet dagen til topptur på Snøtinden. Selv hadde jeg fått følge av en amerikaner fra Minnesota som gjerne ville se ordentlig norske fjell. På vei tilbake kjørte jeg innom Elnesvågen og ble servert både kjøttkake og bløtkake.;SANN;30.08.2015;1026.5;1027.0;Gjemnes;1557;62.86488364;7.51154954;Snøtinden;7.84;2015-08-30 09:38:03;3:41:49;0:53:52;2:47:57;24.3;2.8;699.4;920.0;234.6;11.0;1.32;68.2;7843.9;0.0;0.0;62.8850371856;7.5244721957;62.8849443141;7.5243385043;1.9520019358636178;SANN;1374979570.0
160;83.19;5990;Søndagstur i strålende høsttur til Prekestolen i Gjerdrum. Vi parkerte i veikanten ved Askestuen, og de yngste benyttet syklene de første 900 meterne på en nypreppet grusvei. Fulgte deretter en fin blåmerket skogssti videre mot toppen. Møtte ikke så mange mennesker før vi nærmet oss toppen, men der traff vi halve Gjerdrum ute på tur. Et raskt søk på Lovdata.no viste at bålbrenning i Prekestolen naturreservat var forbudt, så vi lusket ut av naturreservatet før vi tente opp et bål og varmet lunchpølsene og banan-sjokoladen. Etter å ha fått litt energi tilbake i kroppen gikk turen tilbake til bilen som en lek.;SANN;18.10.2020;412.0;408.0;Gjerdrum;234;60.05209675;10.94054268;Prekestolen;7.52;2020-10-18 09:54:06;4:23:56;1:44:56;2:39:00;39.8;2.84;208.2;274.1;72.9;3.4;1.32;51.0;7515.6;0.0;0.0;60.065798;10.911663;60.065752;10.911726;1.756478838764764;USANN;3168932166.0
249;322.14;2497;;USANN;;588.2;587.0;Gjerstad;911;58.95816671;8.78953401;Punkt øst for Solhomfjell;;;;;;;;;;;;;;;;;;;;;;;
370;1880.5;10508;;USANN;;1141.6;1142.0;Gjesdal;1122;58.98998313;6.62102545;Strålaus;;;;;;;;;;;;;;;;;;;;;;;
230;672.25;28974;Dagens tredje topp. Fra Fv 2440 ved Opprud kjørte vi ca 6 kilometer innover en grusvei som var helt grei, sånn bort sett fra de siste 500 meterne. Fra snuplassen i enden av veien ble det satt strak kurs mot toppen. Det gikk jevnt oppover, stort sett over lettgått tyttebærlyng. Stedvis litt tettere skog, men trengte aldri å bruke macheten for å komme fram. Kommunetoppen er merket med en litt dårlig bygd steinhaug på kommunegrensa. Returen gikk via selve Ringsrudåsen. Der var det en forefallen gapahuk med en sofa som det gikk an å sitte i og se på utsikten vestover. ;SANN;07.10.2023;837.6;835.0;Gjøvik;502;60.97913398;10.20024631;Ringsrudåsen (på grense);1.34;2023-10-07 13:18:57;0:29:49;0:05:09;0:24:40;17.3;3.27;118.8;118.8;176.8;9.6;1.0;13.9;1343.5;0.0;0.0;60.976535;10.192016;60.976518;10.191962;1.7378733326881917;USANN;3197518999.0
384;1031.22;5705;;USANN;;1826.8;1827.0;Gloppen;1445;61.67807914;6.69033932;Snønipa;;;;;;;;;;;;;;;;;;;;;;;
165;532.49;4572;Nystølsvarden ble besteget på ski fra Kampen hotell. Løypene fra dagen før hadde fått tre centimeter med nysnø, ellers var det spor hele veien. Det var 2 stykk som hadde vært før oss på Nystølsvarden i 2021. Veldig flatt lys på toppen. Mye kjekk nedoverbakke tilbake til hytta. Bedre beskrivelse kommer kanskje... ;SANN;01.01.2021;1295.4;1295.0;Gol;617;60.75538238;9.21428808;Nystølsvarden;33.93;2021-01-01 10:06:30;4:11:02;0:25:43;3:45:19;10.2;9.04;465.4;734.1;43.3;6.5;1.58;36.1;0.0;33932.9;0.0;60.801752;8.978384;60.801813;8.978958;2.032012684478782;USANN;4194924895.0
119;756.65;13434;Parkering måtte bli gjort på Lygna skisenter, for parkeringsplassen nær Lygnasæter hotell var full av rallybiler i forskjellige former som deltok i NC- i rally. Med nyinnkjøpt skismøring fra G-Sport på Hønefoss la vi i vei i nyfreste løyper. Det var lenge siden sist snøfall, så der løypemaskina ikke hadde kjørt var det knallharde islag. Lushaugen er ikke den vanskeligste toppen å finne på vinteren. Det er preppa skispor hele veien til toppen, og skulle man bli sulten og kald på veien er det muligheter for å gå innom Lushaughytta og kjøpe en vaffel og varme seg. Det gjorde vi. I den bratteste kneiken før toppen satt vi igjen ski, da det var både lite snø og isete. På toppen er det 12 meters utsiktstårn med god utsikt over området. Turen tilbake fulgte samme rute som opp, og gikk naturligvis mye raskere siden oppoverbakker var snudd til nedoverbakker. R, S, A var med på turen.;SANN;25.01.2020;812.2;812.0;Gran;534;60.43061736;10.68746131;Lushaugen;11.18;2020-01-25 10:40:19;4:36:50;2:19:58;2:16:52;50.6;4.9;206.2;229.3;41.0;3.4;1.11;25.0;0.0;11176.8;0.0;60.459706;10.636987;60.459713;10.637006;1.335411898572142;USANN;829311886.0
335;2004.16;1487;;USANN;;1696.5;1703.0;Grane;1825;65.22622807;13.79455582;Kvigtinden (på grensa);;;;;;;;;;;;;;;;;;;;;;;
288;212.52;947;;USANN;;1576.1;1576.0;Granvin;1234;60.62973946;6.80059893;Olsskavlen;;;;;;;;;;;;;;;;;;;;;;;
225;312.77;1115;Jeg ble kjørt opp Kvernmoveien og videre opp Gjerdehaugveien, og sluppet av der det gikk en traktorvei videre forbi noen gamle revefarmer. Resten av turfølget kjørte bilen ned igjen og tok en tur på Nordnorsk båtmuseum i Gratangen. Jeg fulgte traktorstien videre, som etter hvert endret seg til firehjulingsvei inntil man var over tregrensa. På den nederste moltemyra ble det for første gang på denne ferien observert kart på moltene. Terrenget oppover var lettgått, og litt morsomt der stien slynget seg oppover. Stien kunne sannsynligvis vært artig å sykle nedover fra hytta på Leigassletta. I tillegg var det bekker som plutselig forsvant under bakken, så bekkekrysninger var ikke noen utfordring. Stien var godt merket med oransje merkespray hele veien. Fra hytta på Leigassletta endret terrenget litt karakter, og det ble mindre vegetasjon. Det hadde blåst litt motvind hele veien, men det siste og bratteste partiet tok vinden seg opp kraftig og det blafret godt i jakka. Det var flere partier med snø som måtte krysses. Etter litt lett klyving opp det aller bratteste partiet, gikk jeg på sørsiden langs snøkanten til jeg kom til et parti der det ble mindre bratt å komme seg opp på snøfonnen som måtte passeres for å komme seg opp. Selve toppen var fri for snø, og vinden tok heller ikke like godt tak der. Gikk en liten rundtur til de forskjellige vardene som var bygget på toppen for å være sikker på å ha vært på riktig plass. Nedover fulgte jeg i større grad enn oppover snøfonnene. ;SANN;16.07.2023;1331.9;1332.0;Gratangen;1919;68.59747775;17.74538099;Læigastind;13.62;2023-07-16 10:58:23;3:20:55;0:18:48;3:02:07;9.4;4.49;1043.6;1142.2;167.7;12.5;1.09;79.3;13618.7;0.0;0.0;68.638338;17.744467;68.63849;17.744002;7.7675709636819485;USANN;1948104732.0
250;303.53;20823;;USANN;;361.6;361.0;Grimstad;904;58.47264539;8.41472135;Dobbedalsheia;;;;;;;;;;;;;;;;;;;;;;;
213;1136.16;2357;Sommerferien 2023 er i gang. Skodaen ble pakket og kjørt fra Asker fredag ettermiddag. På Kvikne ble det ryddet plass i bagasjerommet for overnatting, men det ble ikke helt den samme komforten som en vanlig seng, tiltross for flere liggeunderlag og andre foranordninger. Lørdag fortsatte turen videre til Grong, og kjørte inn grusveien til Solumsetra. Betalte de 70 kronene det kostet å kjøre inn en nyhøvlet vei, og kjørte sikk-sakk mellom steinene som lå på veien. På parkeringsplassen ble det skiftet til langbukse og supertrøye. Ikke så mye på grunn av været, for varmen tilsa shorts og t-skjorte, men på grunn av sinte fluer som angrep så raskt de hadde mulighet. DNT hadde vært ute med malerpenselen og satt opp rødfargede pinner som viste ruta til Heimdalshøgda. Etter en liten elvekryssing, gikk de første kilometerne over middels våte nord-trønderske myrer, før man kom opp i høyden og det ble mindre myr og mer fjell. Røde prikker viste vei helt opp til toppen. På turen opp var det et par regndråper i lufta, men når de sedvanlige bildene skulle tas, var det sol og fint. Returen gikk samme vei. Tilbake ved bilen ble en myrvåt bukse byttet ut med shorts, og det ble akkurat tid til en lunken panini på Namskogan kro før den stengte klokka ni.;SANN;01.07.2023;1158.9;1159.0;Grong;1742;64.6028178;12.72687359;Heimdalhaugen;13.79;2023-07-01 14:09:49;3:29:59;0:06:54;3:23:05;3.3;4.07;930.8;937.6;136.0;9.2;1.01;80.4;13788.9;0.0;0.0;64.569649;12.720315;64.569659;12.72053;7.6782603851501845;USANN;766000491.0
277;837.18;5024;Etter å ha besøkt Åsnes og Elgklinten, fortsatte turen på Finnskogens grusveier til Hof Finnskog kirke, og litt videre innover, inntil jeg kom til en bom på Dulpetorpsveien. Der parkerte jeg bilen og fortsatte videre på sykkelen. Jeg syklet forbi en gård, der det sto et relativt gjengrodd skilt med «Barn leker». Videre gikk turen på grusveier som etter hvert ble mer og mer gjengrodd, og til slutt stoppet ved en bekk. Jeg hoppet over bekken og fikk med sykkelen, for på den andre siden var det en ny grusvei. Jeg ble bare våt på den ene skoen, i tillegg til regnskuren som hadde vært rett i forkant, og fortsatte deretter å sykle på grusveien til jeg var rett nedenfor Kaketjernsberget. Jeg la fra meg sykkelen i blåbærlyngen og gikk gjennom trærne opp til toppen. Her var det ikke mye utsikt, men godt med blåbær. Returen gikk samme vei langs skogsbilveiene tilbake til bilen. Med nedoverbakke og medvind gikk det naturligvis raskere på returen.;SANN;03.08.2025;580.5;584.0;Grue;423;60.53139509;12.42031926;Kaketjennsberget;19.89;2025-08-03 14:05:40;1:27:38;0:11:39;1:15:59;13.3;15.71;303.6;405.4;40.8;10.7;1.34;51.8;703.4;0.0;19188.1;60.570077;12.342481;60.570158;12.34252;2.806640932716838;USANN;1459759512.0
385;597.22;2299;;USANN;;877.8;878.0;Gulen;1411;60.96451232;5.57218632;Svadfjellet;;;;;;;;;;;;;;;;;;;;;;;
336;566.43;7924;;USANN;;1135.9;1146.0;Hadsel;1866;68.35637312;14.79227866;Higravtindan;;;;;;;;;;;;;;;;;;;;;;;
77;642.35;29220;(Tidligere kommunetopp) Ett år etter forrige tur i samme området var vi igjen tilbake til Elgklev øst for Ørsjøen og forsøk nummer to på å komme til topps i Halden. Denne gangen var sykler byttet ut med joggesko for å redusere sjansen for tekniske problemer. Skogsbilveien innover var fri for snø og is, i motsetning til forrige gang da da det ble både knall og fall på det glatte underlaget. To fettere fra Halden var huket inn som kjentmenn for å sikre at farten ble holdt oppe både fram og tilbake. Joggeturen innover gikk i hakket over snakkefart inntil vi tok av fra skogsbilveien for å krysse over til toppunktet. Et par grøfter måtte krysses og dette bød på en liten utfordring for de med korte ben eller dårlig spenst hvis man ikke ville bli våt på beina. Toppunktet lå midt i et hogstfelt med et gammelt, ustødig jakttårn som kjennemerke. Utsikten var trær og mer trær så langt øye kunne se. Så gikk turen tilbake til bilen og videre til julemiddag.;SANN;25.12.2015;258.7;257.0;Halden;101;59.03569549;11.65809898;Bufarhaugen;9.01;2015-12-25 11:29:15;1:01:24;0:10:25;0:50:59;17.0;10.61;114.4;210.1;46.6;8.2;1.84;45.8;9012.8;0.0;0.0;59.037531903;11.5751782805;59.0376107767;11.5749862511;1548.3903047712295;USANN;1046650968.0
301;301.02;1661;;USANN;;977.8;978.0;Halsa;1571;63.04896218;8.502030233;Hjelmen;;;;;;;;;;;;;;;;;;;;;;;
207;350.94;28662;Som en liten minivinterferie i vinterferien hadde jeg avtalt å møte MW i Lillehammer for å gå på kommunetoppene på Hedmarksvidda, og eventuelt finne enden på Endelausmyra om vi hadde tid. Plukket opp MW i Lillehammer og ble samtidig invitert inn på frokost, noe som alltid er hyggelig. Etter å ha spist speilegg, kjørte vi til Sjusjøen der de siste innkjøpene av nødvendigheter ble gjort. Dette inkluderte batterier til Garmina, men GPSen lå igjen i Trysil, så det var unødvendig. Første del av turen var uansett ikke så vanskelig å navigere. Fulgte Birkebeinerløypa til Kvarstad, med inntak av energi i form av kaffe og vafler på Midtfjellet. Fra Kvarstad sag skar vi ut av skiløypa og fulgte bilveien opp til hyttegrenda ved Øyungen. En Tesla sjåfør var ikke helt forberedt på å møte to skiløpere i veien. På Øyungshytta lastet vi av unødvendig utstyr Og fortsatt derifra med lettere oppakning til de tre kommunetoppen som ligger rundt vannet. GPS klokka som ble benyttet for å finne toppene, men i minusgrader ble det en kald jobb å klikke inn koordinatetene til de ulike toppene med små knotter. Men uten andre gode alternativ, så var det måten å gjøre det på. Mens mørket kom sigende på, ble toppene funnet en etter en. Tilslutt var det bare hytta igjen å finne, og der hadde vi tilfeldigvis glemt å skru av et lys, så det gikk også greit. Kvelden ble brukt til å lage lapskaus og gå gjennom årets spørrebok som var kjøpt inn på Sjusjøen. Etter en natt på Øyungshytta, var det samme rute tilbake, inkludert nye vafler på Midtfjellet.;SANN;21.02.2023;931.5;925.0;Hamar;403;61.23366702;10.98454688;Punkt ved Kroksjøhøgda;52.88;2023-02-21 10:25:13;1 day, 3:58:52;18:59:15;8:59:37;67.9;5.88;443.8;1057.2;40.0;3.9;2.38;41.0;0.0;52883.8;0.0;61.157109;10.697397;61.157057;10.697406;7.858671649062011;SANN;1075636470.0
337;1029.96;1771;;USANN;;1517.2;1517.0;Hamarøy;1849;67.64272593;16.14826783;Gaskacohkka;;;;;;;;;;;;;;;;;;;;;;;
262;2684.33;9912;;USANN;;1078.3;1079.0;Hammerfest;2004;70.44625238;23.09514681;Seilandstuva;;;;;;;;;;;;;;;;;;;;;;;
302;260.58;8857;;USANN;;1069.0;1069.0;Haram;1534;62.59717873;6.73374968;Blåskjerdingen;;;;;;;;;;;;;;;;;;;;;;;
57;82.33;4932;Turen til Blåtind og Kongsvollen startet fra Ytre Haddal. Kjørte opp en liten vei på sørsiden av skolen, og fant etterhvert en liten parkeringsplass der det var et lite skilt til Blåtinden. På vei oppover fikk vi følge av en haug med fluer. Vi gikk først til Blåtinden, deretter gikk vi over til Kongsvollen. Lunchen ble spist i en levegg på Blåtinden. På Kongsvollen ble det bare en kort stopp for vinden hadde økt på. Utsikten på begge toppene var upåklagelig. Det var også turbok på begge steder. (Merk: Tid og km i denne turrapporten er kun for ekstra-avstikkeren fra Blåtinden);SANN;28.06.2013;682.8;683.0;Hareid;1517;62.28819389;5.937539151;Kongsvollen;8.98;2013-06-28 08:41:43;4:33:09;1:39:58;2:53:11;36.6;3.11;620.5;841.1;187.4;9.7;1.36;88.7;8978.1;0.0;0.0;62.2845916729;5.8831280842;62.2846008092;5.8831377234;1.6672406858627191;USANN;3858836223.0
216;372.25;23423;Kommer snart;SANN;06.07.2023;1094.7;1095.0;Harstad;1903;68.5867984;16.36260611;Sætertinden;12.47;2023-07-06 08:12:06;4:01:31;0:43:37;3:17:54;18.1;3.78;1076.6;1071.8;171.9;10.8;1.0;98.6;12469.6;0.0;0.0;68.579903;16.48759;68.579709;16.488194;1.802854400271497;USANN;1886551600.0
263;555.97;972;;USANN;;958.7;960.0;Hasvik;2015;70.34174795;22.68083299;Kjerringa;;;;;;;;;;;;;;;;;;;;;;;
338;2684.33;1463;;USANN;;1699.6;1703.0;Hattfjelldal;1826;65.2262294;13.79482562;Kvigtinden;;;;;;;;;;;;;;;;;;;;;;;
193;72.72;34619;Jeg styrte bobilen etter gode anvisninger fra R. og parkerte i et vegkryss sør for Klauv der det var god plass til nettopp parkering. På andre siden av veien startet stien opp til toppen. Stien oppover var relativt uproblematisk å følge, kun over et myrområde hadde jeg det litt for travelt og måtte titte meg litt rundt for å sjekke hvilken retning stien tok. Stien var forøvrig tørr og fin. Halvveis oppe tok jeg igjen en gruppe på fire som også var på vei mot toppen. Disse hadde parkert i en lomme 100 meter videre fra vår parkering. Klauv er ikke av de høyeste toppene, men som de fleste andre vestlandstopper kom man over skoggrensen, og utsikten i finværet var upåklagelig. TellTur hadde som på mange av de andre toppene på årets vestlandsraid også et skilt på denne toppen. Turen ned igjen fulgte samme rute. Tilsvarende som på forrige topp vekslet jeg med R. nede ved bilen. ;SANN;02.08.2021;245.8;246.0;Haugesund;1106;59.47443993;5.36594504;Klauv;2.34;2021-08-02 11:23:45;0:31:15;0:06:12;0:25:03;19.8;5.6;214.8;206.8;176.8;16.5;0.96;82.0;2339.8;0.0;0.0;59.466419;5.36879;59.466467;5.36874;1.790653704653839;USANN;2678407143.0
37;670.29;4232;Ny registrering i Ruten-registeret. Denne gangen på jakt etter fine telemarkssvinger og kommunetopper. Vi kjørte til parkeringsplassen nedenfor Ruten langs E39, og startet med å bære skiene oppover de første grønne bakkene. Etterhvert ble det mer snø, og vi kunne spenne på skiene. Det er ikke vanskelig å finne riktig vei opp til toppen, for Forsvaret har vært så snille å markere ruta med metallstenger og trepåler med reflekser på tett i tett på vei oppover. Utsikten fra Ruten denne dagen var storartet. Istedet for å følge Forsvarets merkete løype tilbake, kjørte vi direkte ned fra toppen. I vårsnøen gikk det an å få noen gode telemarkssvinger.;SANN;01.05.2012;1040.2;1039.0;Hemne;1612;63.17316411;9.143608166;Ruten;11.77;2012-05-01 07:58:24;5:34:05;2:36:29;2:57:36;46.8;3.98;829.6;885.4;150.5;10.0;1.07;79.6;0.0;11766.3;0.0;63.2083597966;9.1735821404;63.2083627302;9.1735729203;8.368783359684828;USANN;4272186878.0
339;1588.76;4600;;USANN;;1915.5;1916.0;Hemnes;1832;66.01424422;14.33854437;Oksskolten;;;;;;;;;;;;;;;;;;;;;;;
243;753.54;2140;A. foreslo, relativt uoppfordret, at vi burde gå på en kommunetopp i sommerferien, og mer spesifikt at siste kommunetopp i tidligere Viken burde krysses av. Som sagt, så gjort. Utpå tirsdagen satt vi oss i bilen med kurs mot Hemsedalsfjellene. Bilen ble parkert på en parkeringsplass i nordenden av Eldrevatnet i kveldinga. Vi syklet langs veien Glitreøyni og fant en teltplass litt oppover langs Ulvehaugelvi. Der satt vi opp basecamp, ruslet ned til elva og spiste hver vår pakke med Realturmat. Onsdag pakket vi en dagstursekk og syklet et par kilometer til oppover langs elva. Det var ingen tydelig sti oppover til toppen, men noen varder viste vei. Litt oppover i høyden ble det flere snøfonner å krysse. Ofte råtten snø nær steiner som gjorde at både A og jeg falt dypt ned i snøen, og overalt så våt snø at begge ble søkkvåte på beina. Det kom forsåvidt ikke som noen overraskelse siden begge hadde på joggesko. På toppen tok vi bilder av den store varden, koste oss med en colaboks og spiste Polarbrød i finværet. Samme rute ned igjen, men unngikk noen mindre feilnavigeringer og brukte snøfonnene som løpebane. En liten stopp ved basecamp på vei tilbake for å effektivt pakke ned telt og utstyr. Den siste toppen i Viken ble feiret med Heavy Heaven på Peppes Pizza.;SANN;09.07.2025;1919.7;1920.0;Hemsedal;618;61.05391079;8.21448071;Høgeloft;20.46;2025-07-08 17:55:40;20:13:45;16:05:41;4:08:04;79.6;4.95;807.0;824.8;80.6;6.6;1.02;42.0;1669.7;0.0;18786.7;61.008908;8.107839;61.008879;8.107824;2.1472537500568962;USANN;3569994484.0
106;119.77;8533;Etter flere dager med tunnelinspeksjoner var det tid for å lufte seg, og en ordentlig luftetur ble det. Treningsrommet på hotellet ble byttet ut med en liten biltur til lysløypeparkeringsplassen på Leikongeidet. I småregn og vind gikk turen oppover Sædalen. Med unntak av over myrene var stien opp til Sollia lett å følge. Bekken ned til Raudsandvannet fra Holmevatnet gikk for anledningen oppover på grunn av vinden. Oppe i høyden var det fortsatt litt snøflekker her og der, men lettere å gå på den enn gjennom myr. Oppe på Sollia og Sollia vnv ble de obligatoriske bildene tatt både i Herøy og Sande, med stort fokus på at ikke hansker og vanntetteposer skulle bli tatt av vinden og blåse rett ut i Stadthavet.;SANN;28.03.2019;660.2;660.0;Herøy;1515;62.25635661;5.679857076;Sollia (øst);10.75;2019-03-28 08:55:35;1:49:44;0:07:00;1:42:44;6.4;6.28;495.2;650.9;121.1;12.7;1.31;75.3;10750.3;0.0;0.0;62.239777;5.746861;62.239849;5.747043;2.3173027813512506;SANN;2506273493.0
149;64.83;1649;Etter å ligget og ventet på været på Herøy Caravan en dag, og fått tiden til å gå ved å oppsøke fremmede steder som Herøy bygdemuseum, våknet vi opp på søndag til lite vind og blå himmel. Perfekte forhold for å gjennomføre planen vår for bestigning av Vardøyfjellet uten hjelp. Kjørte til veis ende der vi pumpet opp den oppblåsbare båten, trakk på oss våtdrakten og gikk ned til fjæra. Når vi stakk tærne i vannet kjente vi at det definitivt ikke var 20 grader i vannet - 14-15 grader var sikkert nærmere sannheten. R. tauet båten med A. og S. godt plassert oppi, jeg hadde nok med å holde følge, uten noe ekstra å taue på mellom øyene. På vei utover endte vi opp med å ta noen lengre krysninger enn det som var nødvendig, og det fikk R. nok kjenne litt på siden hun hadde den tynneste og korteste våtdrakten. Det ble lunch i sola så fort vi hadde kommer over. Fra lunchplassen til toppen var det ikke akkurat tråkket flust med stier de siste årene, så det ble å tråkke seg gjennom gresset. Greit for de med voksen høyde, men ikke like populært når gresset når deg godt over ørene. Det ble bedre lengre oppe. De siste stykket til toppen var det bøttevis med molter, om man hadde tatt med seg bøtter. Brukte ikke alt for lang tid på å ta bilder og nyte utsikten for yr.no meldte om at vinden skulle øke på, og med ikke verdens mest sjødyktige farkost for å komme seg tilbake var det ønskelig å unngå for mye bølger og sterk strøm. Tok en rute med litt mindre svømming og litt mer gåing på småholmene tilbake. Vardøyfjellet er dermed besteget unsupported! R. dro direkte til Dønnmannen og gikk på alle tre toppene der.;SANN;26.07.2020;119.2;119.0;Herøy;1818;66.01153251;12.15850571;Vardøyfjellet;5.76;2020-07-26 08:40:08;4:29:24;2:14:15;2:15:09;49.8;2.56;115.8;132.5;46.0;2.0;1.14;100.0;5762.2;0.0;0.0;66.009263;12.197605;66.009267;12.197456;15.0631804533877;USANN;99315470.0
48;685.51;4340;Dagens solo-bestigningen av Mørkdalstuva startet fra riksvei 713 ved Svanekilen. De første 9 kilometerne gikk langs grusvei inn til Storlia, og sykkel ble brukt som framkomstmiddel. Ved Storlia ble sykkelskoene byttet ut med fjellsko, og derfra var det strake veien oppover dalen i myrlendt terreng, uten andre stier enn noen gamle firehjulingsspor enkelte steder. Vel oppe på toppen var det nesten folksomt siden to personer hadde kommet opp fra andre siden. Jubileumstopp nr. 50 ble feiret med blåbærkake og nesten en hel 1,5 liter flaske med vann, i godt selskap med en haug fluer og noen klegg. ;SANN;05.08.2012;344.9;346.0;Hitra;1617;63.49389145;8.513822367;Mørkdalstuva;25.96;2012-08-05 11:45:40;4:06:27;0:52:23;3:14:04;21.3;8.03;349.9;694.6;53.5;7.2;1.98;100.0;8231.9;0.0;17725.8;63.5371339973;8.4101526998;63.5371349193;8.4101604111;2.5326665262678687;USANN;3987658349.0
87;791.47;1597;Dette var første ordentlig topptur med ski på aldri så lenge. Turen gikk mot Gaustatoppen, og bilen ble parkert på skiltet skiparkering nær avkjøringen til Kvitåvatnvegen. Været var upåklagelig fra start av, ikke en sky på himmelen så langt øye kunne se, og det er vel sånn cirka 1/6 del av Norge når man står på toppen av Gaustatoppen. Labbet oppover fra parkeringplassen, og det samme gjorde en lang rekke andre toppturentusiaster. Etter å ha gått i tog opp til ryggen av Gaustatoppmassivet, skar vi ut av rekken og trasket sørover mot høyeste punktet i Hjartdal, en sted som definitivt ikke var like populært som Gaustatoppen. Etter å ha besøkt Hjartdal ganske så alene (var ihvertfall nesten over kommunegrensa), satte vi kursen mot Gaustatoppen der alle andre var. På toppen var det fortsatt like fint vær og fantastisk utsikt denne dagen. Kulden kjentes godt i kjakene i motvinden tilbake fra selve topppunktet, men gjorde at snøen ned fra turisthytta var perfekt for de første telemarkssvingen på lang, lang tid.;SANN;18.03.2018;1614.7;1615.0;Hjartdal;827;59.83516188;8.675038003;Gaustaråen (punkt sør for topp);11.39;2018-03-17 08:45:14;4:35:31;1:28:05;3:07:26;32.0;3.65;908.9;1015.6;178.3;10.8;1.12;49.4;11392.1;0.0;0.0;59.868118;8.688859;59.868125;8.688877;92.981509251307;SANN;2499092170.0
371;1088.96;2814;;USANN;;1253.8;1254.0;Hjelmeland;1133;59.33366557;6.74738746;Topp sørøst for Stora Blåfjell;;;;;;;;;;;;;;;;;;;;;;;
66;140.39;4852;Vi kjørte mot gården Unaas på sørsiden av Høgbråten. 350 meter før gården var det satt opp et skilt med privat vei, men det var også laget en snuplass og parkeringplass der vi satt fra oss bilen. Vi gikk videre på grusveien til vi kom fram til lysløypa, fulgte deretter den et lite stykke før det var en blåmerket sti opp til selve toppen. På toppen var det bart fjell og en liten bålplass der vi tente opp et minibål for anledningen, og studerte steiner med store granatkrystaller.;SANN;24.09.2014;280.5;278.0;Hobøl;138;59.69189366;11.0097055;Høgbråten;4.09;2014-09-24 11:05:08;1:19:58;0:31:45;0:48:13;39.7;5.08;147.6;159.6;78.1;6.6;1.08;50.6;4085.3;0.0;0.0;59.6780149173;11.0044966545;59.6764976252;11.0047135781;0.11816357242909632;USANN;1264618138.0
134;163.12;3073;Kommer snart... Kommunetoppturraid til Vestfold bestående av Hof, Tønsberg, Stokke, Nøtterøy, Tjøme, Re og Andebu. Brukte campingplass i Tønsberg som utgangspunkt for kjøring til de ulike kommunetoppene. Kan ikke huske at det var noen spesielle utfordringer til noen av toppene - begrenset høydeforskjell og stier opp til alle toppene. ;SANN;13.07.2020;634.0;632.0;Hof;714;59.57955461;9.96292225;Bingtjernknatten;4.1;2020-07-13 10:52:22;2:04:54;0:41:37;1:23:17;33.3;2.95;140.7;172.0;83.9;4.1;1.22;22.3;4099.8;0.0;0.0;59.566253;9.960874;59.566285;9.9608;1.7722168752124823;USANN;4082995702.0
239;1854.63;4453;Vinterferien i 2025 var lagt til Ustaoset, med en plan om å ta en kommunetoppen på Hallingskarvet i løpet uken. Best vær var meldt for midt i uken, så onsdagen ble valgt ut som toppturdag. R. og jeg kjørte til Haugastøl og parkerte bilen på hytteparkering på oversiden av E16. Den første biten mot Lordehytta fulgte vi merkede løyper og snøscooterspor. Fra krysset ved Bjørnabulægret tok scootersporene en annen retning, og vi satt kursene mot skaret. Vind hadde blåst snøen hard og stedvis litt isete, men enkelt å gå opp til skaret. Fra skaret og oppover er det adskillig brattere, men det gikk heldigvis fint å sparke hull i det øverste snølaget for å få feste. En isøks hadde vært kjekt å ha, men sakte og sikkert, og skiene i beredskap, så gikk det greit. Litt høyere opp var det mindre bratt, men stedvis isete ved feil rutevalg. På toppen ble det en liten stopp, før vi fulgte omtrent samme rute ned igjen. Traff litt bedre på veivalget forbi de isete partiene. I den bratteste skråningen var det å gå baklengs med skiene som støtte som var løsningen. Fra skaret og ned gikk det raskere. Først store sikk-sakk, deretter rakt utfor tilbake til bilen.;SANN;18.02.2025;1933.3;1933.0;Hol;620;60.6074217;7.7825285;Folarskardnuten;27.57;2025-02-18 09:25:54;6:08:40;1:45:32;4:23:08;28.6;6.29;930.4;978.6;71.0;7.4;1.05;46.9;0.0;27565.6;0.0;60.514431;7.866838;60.514327;7.867217;2.3875465894386605;USANN;2028242450.0
